GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS576527174,2/13/2018 16:14,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Madre de Deus de Minas - MG,L6859275,P,-21.416515,-44.337824,2/11/2018,7:29:00,obsr762013,S42668227,Traveling,P22,EBIRD,259,5,,5,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS611782034,10/27/2020 21:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,"Female, Unknown Age (2)",Paraguay,PY,Itapúa,PY-7,,,,,,,Reserva Guyra Reta,L2762150,H,-26.516,-55.7668333,1/24/2018,6:30:00,obsr1092916,S45332858,Traveling,P22,EBIRD_PRY,300,5,,5,1,G3161860,0,1,0,,"Recorriendo los senderos de la estación, los pastizales y la entrada a la estación",
URN:CornellLabOfOrnithology:EBIRD:OBS659955309,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,9/20/2018,6:30:00,obsr160876,S48705739,Traveling,P22,EBIRD,360,4,,5,1,,0,1,0,,"Morning in Isla Barba Azul Cerrado, afternoon in vehicle river edge and savanna of Barba Azul North.--Blue-throated Macaw - around 35----Copied notes for ebird lists from 16-20 September 2018--Four days at Barba Azul Nature Reserve by Asociacion Armonia as an International Conservation Fund of Canada (ICFC) visiting trip. Birdwatching the area with Anne Lambert, Tom Welch, Roy Smith and Minnie Poon. I spent a week in Barba Azul in July so interesting to compare movements.  ----Area still fairly dry, but with a few cold front rains. This year had many cold fronts. Rained on 17SEP18 morning, smoky before the rain, after hazy clouds not great light for photography. Rainy season sky is very clear with variation on cumulus clouds. ----The Blue-throated Macaws were only seen around Isla Barba Azul where there appeared to be around 42 individuals. Heard and seen flying throughout the day, breaking up into smaller groups. They left for the roosting site much earlier- with individuals leaving at 17:15 and the majority gone by 17:30. None around at 18:00, whereas in July the majority of birds were leaving at this time. --Blue-and-Yellow Macaw were rare seeing a few pair each day. No real roosting movement this time. ----Certain very common birds in July were almost completely absent like Orinoco Goose (only saw two entire period), the two Whistling Ducks, great Egret.  ----Forest birds singing and responding well to PLBK- but Savanna birds are not singing on territory- other than Pampa Wren. Probably savanna birds will be breeding in November.----Common Cerrado tree in fruit being eaten by many species- very evident. Cerrado was very low on austral migrant flycatchers. Saw Boreal Swallow in a massive group in the rain, another group 200 next day- and dispersed ind the next. No Nacundas, terns or skimmers. ----Days are clearly hotter than July. Both Potoos are singing. Chachlaca still only live at Barba Azul island east.",
URN:CornellLabOfOrnithology:EBIRD:OBS643791209,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Newly burned area,L7747771,P,-18.067724,-52.938078,7/13/2018,15:00:00,obsr148179,S47503967,Traveling,P22,EBIRD,180,45.062,,8,1,G3367365,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS673978710,6/9/2019 13:13,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Canastra National Park- roadside stop 2.,L8054600,P,-20.2426,-46.545423,10/21/2018,10:30:00,obsr402712,S49722899,Traveling,P22,EBIRD,20,1.609,,6,1,G3567386,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS659694398,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,9/20/2018,15:15:00,obsr160876,S48689045,Traveling,P22,EBIRD,120,8,,4,1,,0,1,0,,"With 4x4 travelled around isla Barba azul starting beach going west all the way to the point and firebreak trail back, drove on firebreak up to tall grass Pampa where same good spot as yesterday with Sedge Wren, Cock-tailed Tyrant, Black-masked Finch, and other savana species----Copied notes for ebird lists from 16-20 September 2018--Four days at Barba Azul Nature Reserve by Asociacion Armonia as an International Conservation Fund of Canada (ICFC) visiting trip. Birdwatching the area with Anne Lambert, Tom Welch, Roy Smith and Minnie Poon. I spent a week in Barba Azul in July so interesting to compare movements.  ----Area still fairly dry, but with a few cold front rains. This year had many cold fronts. Rained on 17SEP18 morning, smoky before the rain, after hazy clouds not great light for photography. Rainy season sky is very clear with variation on cumulus clouds. ----The Blue-throated Macaws were only seen around Isla Barba Azul where there appeared to be around 42 individuals. Heard and seen flying throughout the day, breaking up into smaller groups. They left for the roosting site much earlier- with individuals leaving at 17:15 and the majority gone by 17:30. None around at 18:00, whereas in July the majority of birds were leaving at this time. --Blue-and-Yellow Macaw were rare seeing a few pair each day. No real roosting movement this time. ----Certain very common birds in July were almost completely absent like Orinoco Goose (only saw two entire period), the two Whistling Ducks, great Egret.  ----Forest birds singing and responding well to PLBK- but Savanna birds are not singing on territory- other than Pampa Wren. Probably savanna birds will be breeding in November.----Common Cerrado tree in fruit being eaten by many species- very evident. Cerrado was very low on austral migrant flycatchers. Saw Boreal Swallow in a massive group in the rain, another group 200 next day- and dispersed ind the next. No Nacundas, terns or skimmers. ----Days are clearly hotter than July. Both Potoos are singing. Chachlaca still only live at Barba Azul island east.",
URN:CornellLabOfOrnithology:EBIRD:OBS939236636,6/29/2020 18:01,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,P ,C3,"Unknown Sex, Adult (2)",Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Fazenda dos Anões,L2236325,H,-14.3186024,-47.5041586,10/19/2019,7:23:00,obsr1745431,S70169325,Historical,P62,EBIRD,157,,,3,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS989013620,9/30/2020 17:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L10323815,P,-17.941276,-52.978039,8/30/2019,12:26:00,obsr431609,S74255131,Traveling,P22,EBIRD,104,2.98,,1,1,G5754444,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS830382608,11/26/2019 12:41,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,11/21/2019,6:30:00,obsr122172,S61638691,Traveling,P22,EBIRD,54,56.327,,5,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS989013827,9/30/2020 17:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L10323780,P,-17.908898,-53.00912,8/29/2019,15:03:00,obsr431609,S74255147,Traveling,P22,EBIRD,124,13.418,,1,1,G5754450,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS832999660,11/29/2019 12:42,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/28/2019,7:30:00,obsr158639,S61841171,Traveling,P22,EBIRD,150,8.047,,2,1,,1,1,0,,and Monique with Tropical Birding team and Nick Athanas,
URN:CornellLabOfOrnithology:EBIRD:OBS814162812,10/7/2019 22:54,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L9976544,P,-18.393655,-52.664392,10/1/2019,6:30:00,obsr623464,S60444782,Traveling,P22,EBIRD_MA,302,80.467,,10,1,G4567296,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS836975775,12/11/2019 8:29,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"(-18,2989,-52,9887) Parque das Emas Go",L10275815,P,-18.298867,-52.988741,12/9/2019,13:40:00,obsr1407906,S62217673,Traveling,P22,EBIRD_BRA,120,20,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS794302420,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"3, Santa Rosa del Aguaray, San Pedro, PY (-23,818, -56,512)",L9784977,P,-23.8177348,-56.5118219,8/12/2019,14:50:00,obsr1085521,S58948392,Traveling,P22,EBIRD,168,20.71,,8,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS742276425,10/27/2020 21:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,Reserva Guyra Reta,L2762150,H,-26.516,-55.7668333,4/19/2019,17:16:00,obsr540111,S55210035,Traveling,P22,EBIRD,420,15,,5,1,G4068513,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS843943580,12/30/2019 9:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,"MG-341, Minas Gerais, BR (-20,144, -46,754)",L10374571,P,-20.1441197,-46.754168,12/29/2019,14:03:00,obsr623995,S62770253,Traveling,P22,EBIRD,13,0.31,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS805336608,9/14/2019 12:52,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,PN da Chapada dos Veadeiros,L6275001,H,-14.110869,-47.709833,9/12/2019,15:30:00,obsr1426674,S59794670,Traveling,P22,EBIRD,141,10,,4,1,G4508845,0,1,0,,During Goiás/Tocantins/Pará Tour 2019 by Brazil Birding Experts.,
URN:CornellLabOfOrnithology:EBIRD:OBS837178416,9/23/2020 10:46,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"(-18,1275,-52,9131) Emas national Park",L10278544,P,-18.127491,-52.913067,12/11/2019,18:55:00,obsr1407906,S62234882,Traveling,P22,EBIRD_BRA,45,30,,4,1,,0,1,0,,,Female
URN:CornellLabOfOrnithology:EBIRD:OBS840827895,12/22/2019 6:20,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,10/26/2019,15:07:00,obsr467819,S62521676,Traveling,P22,EBIRD,70,27.458,,3,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS805336585,9/14/2019 12:52,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,PN da Chapada dos Veadeiros,L6275001,H,-14.110869,-47.709833,9/12/2019,15:30:00,obsr553158,S59794669,Traveling,P22,EBIRD,141,10,,4,1,G4508845,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS797018739,12/9/2019 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,8/21/2019,7:36:00,obsr1024831,S59166831,Traveling,P22,EBIRD,301,78.44,,1,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS741366319,10/27/2020 21:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,Reserva Guyra Reta,L2762150,H,-26.516,-55.7668333,4/19/2019,17:16:00,obsr538107,S55148947,Traveling,P22,EBIRD,420,15,,5,1,G4068513,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS836390050,12/9/2019 11:18,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"Emas National Park, Mineiros BR-GO (-18,2990,-52,9891)",L10268553,P,-18.299038,-52.989143,12/9/2019,6:04:00,obsr1407906,S62172387,Traveling,P22,EBIRD_BRA,300,40,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS811866326,10/7/2019 22:54,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L9976544,P,-18.393655,-52.664392,10/1/2019,6:30:00,obsr38560,S60275474,Traveling,P22,EBIRD_MA,302,80.467,,10,1,G4567296,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS957209570,7/26/2020 20:28,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Cabeceiras do rio Uberabinha,L11654895,H,-19.3631209,-47.9209657,7/15/2020,9:46:00,obsr994604,S71561527,Traveling,P22,EBIRD,254,2.97,,2,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS854075184,4/22/2020 16:00,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,1/20/2020,14:45:00,obsr200801,S63614013,Traveling,P22,EBIRD,250,15,,17,1,G4894223,0,1,0,,Including commute from São Roque de Minas,
URN:CornellLabOfOrnithology:EBIRD:OBS1017477816,35:26.2,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Bolivia,BO,El Beni,BO-B,,,,,,,East of Barba Azul entrance,L12800667,P,-13.738,-65.8,11/17/2020,10:20:00,obsr769077,S76667429,Stationary,P21,EBIRD,5,,,2,1,G5938563,0,1,0,,"saw black-masked finch, stopped and recorded all species in sight",
URN:CornellLabOfOrnithology:EBIRD:OBS854094018,4/22/2020 16:00,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,1/20/2020,14:45:00,obsr86404,S63615525,Traveling,P22,EBIRD,250,15,,17,1,G4894223,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS969317995,8/18/2020 19:04,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Fazenda dos Anões,L2236325,H,-14.3186024,-47.5041586,8/16/2020,7:30:00,obsr667234,S72532078,Traveling,P22,EBIRD,180,12,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1034184077,36:55.0,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Pouso Alegre--Retão Do Brejal,L7950025,H,-22.12398,-45.85831,11/1/2020,8:06:00,obsr622520,S77862457,Traveling,P22,EBIRD,262,2.137,,5,1,G5912720,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1008363271,59:28.8,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Pouso Alegre--Retão Do Brejal,L7950025,H,-22.12398,-45.85831,11/6/2020,9:02:00,obsr958176,S75932085,Traveling,P22,EBIRD,219,7.17,,3,1,,1,1,0,,Na Cia dos amigos Alberto e Mariane,Fotografado no local
URN:CornellLabOfOrnithology:EBIRD:OBS1012776106,51:53.9,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Pouso Alegre--Retão Do Brejal,L7950025,H,-22.12398,-45.85831,11/1/2020,8:06:00,obsr798660,S76324061,Traveling,P22,EBIRD,262,2.137,,5,1,G5912720,1,1,0,,Brejal,
URN:CornellLabOfOrnithology:EBIRD:OBS854151988,4/22/2020 16:00,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,1/20/2020,14:45:00,obsr759750,S63619830,Traveling,P22,EBIRD,250,15,,17,1,G4894223,0,1,0,,Including commute from São Roque de Minas,
URN:CornellLabOfOrnithology:EBIRD:OBS1007187456,29:17.5,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,"Kanguery (-26,514, -55,79)",L12659585,P,-26.5136413,-55.7896548,11/4/2020,7:30:00,obsr777669,S75829342,Stationary,P21,EBIRD_PRY,40,,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS854097368,4/22/2020 16:00,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,1/20/2020,14:45:00,obsr767045,S63615757,Traveling,P22,EBIRD,250,15,,17,1,G4894223,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS872069141,2/29/2020 13:03,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Área Particular/Fazenda. São Vicente De MINAS/MG.,L10873174,P,-21.6559378,-44.4219485,2/17/2020,15:36:00,obsr622520,S65279099,Traveling,P22,EBIRD,29,0.547,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1013083635,51:53.9,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Pouso Alegre--Retão Do Brejal,L7950025,H,-22.12398,-45.85831,11/1/2020,8:06:00,obsr1324496,S76352257,Traveling,P22,EBIRD,262,2.137,,5,1,G5912720,1,1,0,,Brejal,
URN:CornellLabOfOrnithology:EBIRD:OBS1032096928,48:03.6,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,12/19/2020,8:05:00,obsr624617,S77714450,Traveling,P22,EBIRD,360,25,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS867650376,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Bolivia,BO,El Beni,BO-B,,,,,,,"Upper Yata, Beni Department, BO (-13.283, -66.245)",L10814120,P,-13.28349,-66.2445574,2/8/2020,8:34:00,obsr619119,S64778478,Traveling,P22,EBIRD,451,21.22,,1,0,,0,1,0,,,"Male, sitting on fence line. Faily short 1 year old grass"
URN:CornellLabOfOrnithology:EBIRD:OBS1017483213,35:26.2,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Bolivia,BO,El Beni,BO-B,,,,,,,East of Barba Azul entrance,L12800667,P,-13.738,-65.8,11/17/2020,10:20:00,obsr1203338,S76667435,Stationary,P21,EBIRD,5,,,2,1,G5938563,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS854353242,4/22/2020 16:00,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,1/20/2020,14:45:00,obsr534395,S63637999,Traveling,P22,EBIRD,250,15,,17,1,G4894223,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS854075233,4/22/2020 16:00,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,1/20/2020,14:45:00,obsr37316,S63614014,Traveling,P22,EBIRD,250,15,,17,1,G4894223,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS989221584,10/27/2020 21:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,Reserva Guyra Reta,L2762150,H,-26.516,-55.7668333,10/1/2020,9:23:00,obsr1092916,S74273282,Incidental,P20,EBIRD,,,,2,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1026272699,20:12.2,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,Reserva Guyra Reta,L2762150,H,-26.516,-55.7668333,11/28/2020,16:16:00,obsr665642,S77296169,Traveling,P22,EBIRD,120,3,,2,1,,0,1,0,,,"Seen with a scope from the distance, but clearly identified."
URN:CornellLabOfOrnithology:EBIRD:OBS859285076,4/22/2020 16:00,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,1/20/2020,14:45:00,obsr1178257,S64052817,Traveling,P22,EBIRD,250,15,,17,1,G4894223,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS854086030,4/22/2020 16:00,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,1/20/2020,14:45:00,obsr93553,S63614843,Traveling,P22,EBIRD,250,15,,17,1,G4894223,0,1,0,,Including commute from São Roque de Minas,
URN:CornellLabOfOrnithology:EBIRD:OBS867652810,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Bolivia,BO,El Beni,BO-B,,,,,,,"Upper Yata, Beni Department, BO (-13.267, -66.083)",L10814168,P,-13.266775,-66.0832801,2/15/2020,9:38:00,obsr619119,S64778681,Traveling,P22,EBIRD,253,15.62,,1,0,,0,1,0,,,1 year old sartenegales. Flooded. 1.5 m grass hight
URN:CornellLabOfOrnithology:EBIRD:OBS1012776036,51:53.9,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Pouso Alegre--Retão Do Brejal,L7950025,H,-22.12398,-45.85831,11/1/2020,8:06:00,obsr925546,S76324060,Traveling,P22,EBIRD,262,2.137,,5,1,G5912720,1,1,0,,Brejal,
URN:CornellLabOfOrnithology:EBIRD:OBS854320977,4/22/2020 16:00,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,1/20/2020,14:45:00,obsr994349,S63635284,Traveling,P22,EBIRD,250,15,,17,1,G4894223,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS204913907,11/16/2020 13:56,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,3,,,,Bolivia,BO,El Beni,BO-B,,,,,,,BOLIVIA: Beni; Estancia Inglaterra,L2281106,P,-13.4442906,-66.5005845,11/25/1976,8:00:00,obsr30312,S14667280,Traveling,P22,EBIRD,360,5,,1,1,,0,1,0,,"by horseback in dry, open grassland + woodland edge N of estancia; by foot around estancia 1830-1930.  1 Tamandua",
URN:CornellLabOfOrnithology:EBIRD:OBS94999206,9/7/2019 14:27,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,3,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Estação Ecológica de Itirapina,L943006,H,-22.2295385,-47.8946037,11/17/2000,7:00:00,obsr100700,S6619627,Traveling,P22,EBIRD,360,4.828,,2,1,,0,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS469952797,9/28/2019 22:30,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,3,,,"Female, Adult (2); Male, Juvenile (1)",Brazil,BR,São Paulo,BR-SP,,,,,,,Estação Ecológica de Itirapina,L943006,H,-22.2295385,-47.8946037,7/13/2006,8:15:00,obsr501068,S34755087,Historical,P62,EBIRD,485,,,2,1,,0,1,1,,Com Dalila Freitas,
URN:CornellLabOfOrnithology:EBIRD:OBS201445367,2/26/2020 8:33,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,3,,,"Female, Unknown Age (1); Male, Unknown Age (2)",Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,8/5/2009,5:40:00,obsr412230,S14421895,Incidental,P20,EBIRD_CAN,,,,2,1,,0,1,0,,"with Rolph Davis. Includes observations made within PN das Emas from 05:40 (departure time from Chapadão do Céu) to 11:00, then again from roughly 16:00 to 20:30. We birded the Brigadista Trail in the morning, and the Lagoa das Capivaras in the afternoon.----com Rolph Davis. Inclui observações feitas dentro do PARNA das Emas desde 05h40 até 11h00, e novamentre entre 16h00 e 20h30. Passarinhamos na trilha da Brigadista de manhã, e na Lagoa das Capivaras na parte da tarde.",2 males and at least 1 female seen in campo limpo along the main park road just north of the south entrance in late morning.
URN:CornellLabOfOrnithology:EBIRD:OBS260675144,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,3,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,8/3/2010,7:00:00,obsr160876,S18856211,Traveling,P22,EBIRD,480,6,,9,1,,0,1,0,,"An America Bird Conservancy birding trip coordinated by Bird Bolivia. Two guides, Bennett Hennessey and Sandro Valdez- and 7 visiting birdwatchers. We visited the Barba Azul Nature Reserve on August 3 and 4. In this list I have combined the days- and listed the highest number found either day.",
URN:CornellLabOfOrnithology:EBIRD:OBS289988809,1/10/2015 15:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,3,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,4/15/2011,,obsr115824,S21263006,Historical,P62,EBIRD,,,,,1,G1103396,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS290218442,1/10/2015 15:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,3,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,4/15/2011,,obsr265528,S21281732,Historical,P62,EBIRD,,,,,1,G1103396,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS431060615,18:03.7,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,3,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Estação Ecológica de Itirapina,L943006,H,-22.2295385,-47.8946037,11/5/2011,6:00:00,obsr541254,S31675138,Traveling,P22,EBIRD_BRA,300,8,,2,1,,0,1,1,,,
